ReturnID,OrderID,Reason
RE02368,ORD28490,Wrong Item
RE02369,ORD24405,Damaged
RE02370,ORD59103,Damaged
RE02371,ORD06886,Other
RE02372,ORD50157,Wrong Item
RE02373,ORD41312,Customer Dissatisfaction
RE02374,ORD02656,Damaged
RE02375,ORD43035,Other
RE02376,ORD48556,Wrong Item
RE02377,ORD13572,Wrong Item
RE02378,ORD44316,Other
RE02379,ORD29430,Customer Dissatisfaction
RE02380,ORD49310,Damaged
RE02381,ORD44080,Damaged
RE02382,ORD19131,Wrong Item
RE02383,ORD15662,Damaged
RE02384,ORD13396,Customer Dissatisfaction
RE02385,ORD51122,Other
RE02386,ORD23103,Other
RE02387,ORD36439,Other
RE02388,ORD40275,Customer Dissatisfaction
RE02389,ORD13508,Other
RE02390,ORD49979,Customer Dissatisfaction
RE02391,ORD16538,Wrong Item
RE02392,ORD22941,Customer Dissatisfaction
RE02393,ORD33477,Wrong Item
RE02394,ORD36032,Damaged
RE02395,ORD15611,Customer Dissatisfaction
RE02396,ORD01478,Customer Dissatisfaction
RE02397,ORD11865,Damaged
RE02398,ORD59558,Other
RE02399,ORD43608,Wrong Item
RE02400,ORD49893,Other
RE02401,ORD09595,Wrong Item
RE02402,ORD34288,Customer Dissatisfaction
RE02403,ORD10576,Damaged
RE02404,ORD33374,Wrong Item
RE02405,ORD14500,Wrong Item
RE02406,ORD58847,Customer Dissatisfaction
RE02407,ORD51852,Other
RE02408,ORD56936,Other
RE02409,ORD55940,Other
RE02410,ORD42773,Customer Dissatisfaction
RE02411,ORD05069,Wrong Item
RE02412,ORD47283,Wrong Item
RE02413,ORD16231,Customer Dissatisfaction
RE02414,ORD24901,Damaged
RE02415,ORD45572,Other
RE02416,ORD27398,Damaged
RE02417,ORD19424,Other
RE02418,ORD07247,Other
RE02419,ORD35218,Damaged
RE02420,ORD10291,Damaged
RE02421,ORD36943,Other
RE02422,ORD28446,Customer Dissatisfaction
RE02423,ORD21834,Damaged
RE02424,ORD33775,Customer Dissatisfaction
RE02425,ORD37376,Other
RE02426,ORD17994,Wrong Item
RE02427,ORD38417,Wrong Item
RE02428,ORD56630,Customer Dissatisfaction
RE02429,ORD59174,Other
RE02430,ORD13490,Customer Dissatisfaction
RE02431,ORD59994,Wrong Item
RE02432,ORD34040,Damaged
RE02433,ORD15978,Other
RE02434,ORD24422,Customer Dissatisfaction
RE02435,ORD28610,Wrong Item
RE02436,ORD03467,Other
RE02437,ORD47435,Other
RE02438,ORD26898,Customer Dissatisfaction
RE02439,ORD44880,Customer Dissatisfaction
RE02440,ORD30158,Damaged
RE02441,ORD42957,Other
RE02442,ORD46193,Damaged
RE02443,ORD07758,Wrong Item
RE02444,ORD46188,Wrong Item
RE02445,ORD39944,Other
RE02446,ORD23244,Other
RE02447,ORD07709,Wrong Item
RE02448,ORD52213,Damaged
RE02449,ORD51525,Damaged
RE02450,ORD26023,Damaged
RE02451,ORD13119,Other
RE02452,ORD20777,Wrong Item
RE02453,ORD19439,Customer Dissatisfaction
RE02454,ORD06884,Wrong Item
RE02455,ORD14795,Wrong Item
RE02456,ORD34344,Customer Dissatisfaction
RE02457,ORD19394,Damaged
RE02458,ORD03105,Damaged
RE02459,ORD51994,Damaged
RE02460,ORD20661,Other
RE02461,ORD26967,Damaged
RE02462,ORD23425,Damaged
RE02463,ORD43721,Damaged
RE02464,ORD48835,Customer Dissatisfaction
RE02465,ORD09506,Wrong Item
RE02466,ORD07270,Other
RE02467,ORD09526,Customer Dissatisfaction
RE02468,ORD12838,Other
RE02469,ORD58101,Damaged
RE02470,ORD37513,Customer Dissatisfaction
RE02471,ORD40044,Damaged
RE02472,ORD32127,Damaged
RE02473,ORD41330,Other
RE02474,ORD52870,Customer Dissatisfaction
RE02475,ORD58271,Wrong Item
RE02476,ORD14779,Damaged
RE02477,ORD26806,Other
RE02478,ORD20168,Damaged
RE02479,ORD34271,Wrong Item
RE02480,ORD53263,Wrong Item
RE02481,ORD22127,Customer Dissatisfaction
RE02482,ORD18720,Customer Dissatisfaction
RE02483,ORD04551,Customer Dissatisfaction
RE02484,ORD56060,Other
RE02485,ORD38216,Customer Dissatisfaction
RE02486,ORD36786,Wrong Item
RE02487,ORD07794,Damaged
RE02488,ORD14945,Damaged
RE02489,ORD48641,Wrong Item
RE02490,ORD08624,Wrong Item
RE02491,ORD28595,Damaged
RE02492,ORD55975,Other
RE02493,ORD48866,Damaged
RE02494,ORD43746,Wrong Item
RE02495,ORD29657,Damaged
RE02496,ORD54980,Other
RE02497,ORD47251,Wrong Item
RE02498,ORD08303,Damaged
RE02499,ORD01312,Customer Dissatisfaction
RE02500,ORD11524,Damaged
RE02501,ORD23616,Damaged
RE02502,ORD28174,Customer Dissatisfaction
RE02503,ORD28293,Customer Dissatisfaction
RE02504,ORD52107,Other
RE02505,ORD32436,Damaged
RE02506,ORD05576,Damaged
RE02507,ORD55201,Customer Dissatisfaction
RE02508,ORD13686,Damaged
RE02509,ORD04291,Wrong Item
RE02510,ORD36337,Damaged
RE02511,ORD47434,Wrong Item
RE02512,ORD41332,Customer Dissatisfaction
RE02513,ORD19039,Other
RE02514,ORD30492,Other
RE02515,ORD12117,Customer Dissatisfaction
RE02516,ORD09672,Damaged
RE02517,ORD41919,Other
RE02518,ORD40732,Wrong Item
RE02519,ORD17639,Other
RE02520,ORD42919,Customer Dissatisfaction
RE02521,ORD39862,Wrong Item
RE02522,ORD41517,Damaged
RE02523,ORD21408,Customer Dissatisfaction
RE02524,ORD42511,Damaged
RE02525,ORD12517,Damaged
RE02526,ORD56767,Other
RE02527,ORD27618,Other
RE02528,ORD38944,Customer Dissatisfaction
RE02529,ORD39614,Other
RE02530,ORD18656,Damaged
RE02531,ORD02567,Damaged
RE02532,ORD59469,Damaged
RE02533,ORD04738,Damaged
RE02534,ORD02012,Damaged
RE02535,ORD54043,Wrong Item
RE02536,ORD57883,Wrong Item
RE02537,ORD48948,Damaged
RE02538,ORD31092,Wrong Item
RE02539,ORD00256,Other
RE02540,ORD55429,Damaged
RE02541,ORD14788,Wrong Item
RE02542,ORD50001,Damaged
RE02543,ORD51034,Customer Dissatisfaction
RE02544,ORD52901,Damaged
RE02545,ORD37904,Customer Dissatisfaction
RE02546,ORD45017,Customer Dissatisfaction
RE02547,ORD58887,Other
RE02548,ORD34642,Customer Dissatisfaction
RE02549,ORD59602,Other
RE02550,ORD54595,Other
RE02551,ORD03098,Wrong Item
RE02552,ORD13154,Other
RE02553,ORD26557,Other
RE02554,ORD50569,Customer Dissatisfaction
RE02555,ORD47467,Customer Dissatisfaction
RE02556,ORD16296,Wrong Item
RE02557,ORD16339,Customer Dissatisfaction
RE02558,ORD53712,Damaged
RE02559,ORD03941,Damaged
RE02560,ORD35371,Customer Dissatisfaction
RE02561,ORD54261,Customer Dissatisfaction
RE02562,ORD42992,Customer Dissatisfaction
RE02563,ORD54402,Other
RE02564,ORD27560,Wrong Item
RE02565,ORD21374,Customer Dissatisfaction
RE02566,ORD40791,Customer Dissatisfaction
RE02567,ORD37097,Other
RE02568,ORD29299,Wrong Item
RE02569,ORD34105,Customer Dissatisfaction
RE02570,ORD24138,Customer Dissatisfaction
RE02571,ORD53192,Other
RE02572,ORD59523,Damaged
RE02573,ORD03192,Other
RE02574,ORD23550,Other
RE02575,ORD48133,Wrong Item
RE02576,ORD50226,Customer Dissatisfaction
RE02577,ORD24877,Other
RE02578,ORD39780,Other
RE02579,ORD09214,Wrong Item
RE02580,ORD05715,Wrong Item
RE02581,ORD03088,Other
RE02582,ORD44172,Wrong Item
RE02583,ORD00978,Customer Dissatisfaction
RE02584,ORD48478,Other
RE02585,ORD45933,Wrong Item
RE02586,ORD49727,Damaged
RE02587,ORD54991,Wrong Item
RE02588,ORD05007,Damaged
RE02589,ORD29237,Customer Dissatisfaction
RE02590,ORD16548,Customer Dissatisfaction
RE02591,ORD55534,Damaged
RE02592,ORD00026,Other
RE02593,ORD14145,Customer Dissatisfaction
RE02594,ORD01421,Damaged
RE02595,ORD31885,Wrong Item
RE02596,ORD18270,Customer Dissatisfaction
RE02597,ORD08312,Other
RE02598,ORD46931,Customer Dissatisfaction
RE02599,ORD36644,Customer Dissatisfaction
RE02600,ORD16464,Wrong Item
RE02601,ORD10092,Other
RE02602,ORD05737,Wrong Item
RE02603,ORD41393,Customer Dissatisfaction
RE02604,ORD00553,Customer Dissatisfaction
RE02605,ORD52290,Other
RE02606,ORD55279,Damaged
RE02607,ORD45224,Damaged
RE02608,ORD19030,Damaged
RE02609,ORD36681,Damaged
RE02610,ORD08370,Customer Dissatisfaction
RE02611,ORD37771,Damaged
RE02612,ORD51168,Customer Dissatisfaction
RE02613,ORD08531,Customer Dissatisfaction
RE02614,ORD38461,Customer Dissatisfaction
RE02615,ORD18663,Other
RE02616,ORD40533,Customer Dissatisfaction
RE02617,ORD55265,Wrong Item
RE02618,ORD51803,Wrong Item
RE02619,ORD41305,Wrong Item
RE02620,ORD02381,Damaged
RE02621,ORD56350,Damaged
RE02622,ORD52429,Other
RE02623,ORD20482,Other
RE02624,ORD25285,Damaged
RE02625,ORD48351,Other
RE02626,ORD51882,Other
RE02627,ORD40229,Damaged
RE02628,ORD20300,Damaged
RE02629,ORD38767,Other
RE02630,ORD23121,Wrong Item
RE02631,ORD49749,Customer Dissatisfaction
RE02632,ORD33465,Customer Dissatisfaction
RE02633,ORD20744,Wrong Item
RE02634,ORD38413,Wrong Item
RE02635,ORD51875,Customer Dissatisfaction
RE02636,ORD07453,Other
RE02637,ORD53232,Customer Dissatisfaction
RE02638,ORD41813,Damaged
RE02639,ORD41341,Damaged
RE02640,ORD17921,Customer Dissatisfaction
RE02641,ORD57277,Damaged
RE02642,ORD49658,Customer Dissatisfaction
RE02643,ORD06649,Damaged
RE02644,ORD21513,Damaged
RE02645,ORD37948,Damaged
RE02646,ORD46314,Damaged
RE02647,ORD56612,Damaged
RE02648,ORD37411,Wrong Item
RE02649,ORD52282,Wrong Item
RE02650,ORD38560,Other
RE02651,ORD06298,Damaged
RE02652,ORD14560,Other
RE02653,ORD46369,Damaged
RE02654,ORD42359,Wrong Item
RE02655,ORD44710,Other
RE02656,ORD54769,Customer Dissatisfaction
RE02657,ORD16973,Other
RE02658,ORD23321,Wrong Item
RE02659,ORD45776,Damaged
RE02660,ORD52052,Other
RE02661,ORD11934,Customer Dissatisfaction
RE02662,ORD35703,Damaged
RE02663,ORD19961,Wrong Item
RE02664,ORD40191,Other
RE02665,ORD43485,Customer Dissatisfaction
RE02666,ORD01457,Wrong Item
RE02667,ORD20930,Damaged
RE02668,ORD59478,Other
RE02669,ORD16578,Damaged
RE02670,ORD28440,Damaged
RE02671,ORD06108,Customer Dissatisfaction
RE02672,ORD29293,Customer Dissatisfaction
RE02673,ORD47307,Wrong Item
RE02674,ORD34041,Damaged
RE02675,ORD56554,Wrong Item
RE02676,ORD46740,Damaged
RE02677,ORD04889,Wrong Item
RE02678,ORD55568,Damaged
RE02679,ORD29193,Wrong Item
RE02680,ORD29447,Wrong Item
RE02681,ORD21126,Damaged
RE02682,ORD26725,Damaged
RE02683,ORD13794,Wrong Item
RE02684,ORD41285,Damaged
RE02685,ORD12376,Damaged
RE02686,ORD55459,Customer Dissatisfaction
RE02687,ORD36475,Damaged
RE02688,ORD12140,Other
RE02689,ORD27135,Other
RE02690,ORD56455,Customer Dissatisfaction
RE02691,ORD20037,Wrong Item
RE02692,ORD33739,Wrong Item
RE02693,ORD18454,Damaged
RE02694,ORD46434,Customer Dissatisfaction
RE02695,ORD52400,Other
RE02696,ORD49612,Other
RE02697,ORD20901,Other
RE02698,ORD36195,Wrong Item
RE02699,ORD02131,Customer Dissatisfaction
RE02700,ORD46906,Other
RE02701,ORD30982,Damaged
RE02702,ORD38940,Other
RE02703,ORD28771,Customer Dissatisfaction
RE02704,ORD29471,Customer Dissatisfaction
RE02705,ORD11936,Customer Dissatisfaction
RE02706,ORD34473,Damaged
RE02707,ORD03990,Damaged
RE02708,ORD26013,Damaged
RE02709,ORD34073,Customer Dissatisfaction
RE02710,ORD41667,Other
RE02711,ORD45112,Customer Dissatisfaction
RE02712,ORD49133,Customer Dissatisfaction
RE02713,ORD55360,Damaged
RE02714,ORD59329,Damaged
RE02715,ORD56905,Customer Dissatisfaction
RE02716,ORD24654,Wrong Item
RE02717,ORD53888,Wrong Item
RE02718,ORD54041,Wrong Item
RE02719,ORD34376,Other
RE02720,ORD48834,Other
RE02721,ORD13830,Wrong Item
RE02722,ORD41414,Other
RE02723,ORD39188,Damaged
RE02724,ORD10684,Wrong Item
RE02725,ORD51898,Customer Dissatisfaction
RE02726,ORD58204,Damaged
RE02727,ORD25265,Other
RE02728,ORD54098,Customer Dissatisfaction
RE02729,ORD02909,Wrong Item
RE02730,ORD26263,Damaged
RE02731,ORD33101,Customer Dissatisfaction
RE02732,ORD30550,Customer Dissatisfaction
RE02733,ORD25733,Damaged
RE02734,ORD01738,Customer Dissatisfaction
RE02735,ORD44415,Damaged
RE02736,ORD11210,Other
RE02737,ORD05460,Customer Dissatisfaction
RE02738,ORD34509,Other
RE02739,ORD40909,Customer Dissatisfaction
RE02740,ORD15910,Customer Dissatisfaction
RE02741,ORD57064,Customer Dissatisfaction
RE02742,ORD50710,Other
RE02743,ORD32264,Other
RE02744,ORD05284,Damaged
RE02745,ORD36938,Other
RE02746,ORD17082,Damaged
RE02747,ORD16183,Wrong Item
RE02748,ORD25063,Other
RE02749,ORD57169,Other
RE02750,ORD35335,Other
RE02751,ORD33404,Customer Dissatisfaction
RE02752,ORD26551,Other
RE02753,ORD43877,Customer Dissatisfaction
RE02754,ORD15434,Other
RE02755,ORD53964,Damaged
RE02756,ORD32691,Wrong Item
RE02757,ORD54902,Wrong Item
RE02758,ORD20586,Wrong Item
RE02759,ORD05572,Customer Dissatisfaction
RE02760,ORD13281,Customer Dissatisfaction
RE02761,ORD08237,Wrong Item
RE02762,ORD54918,Wrong Item
RE02763,ORD15185,Wrong Item
RE02764,ORD11447,Other
RE02765,ORD06608,Wrong Item
RE02766,ORD25722,Other
RE02767,ORD27754,Damaged
RE02768,ORD27125,Wrong Item
RE02769,ORD09211,Wrong Item
RE02770,ORD05777,Wrong Item
RE02771,ORD58924,Other
RE02772,ORD56974,Wrong Item
RE02773,ORD02552,Customer Dissatisfaction
RE02774,ORD27349,Other
RE02775,ORD19664,Customer Dissatisfaction
RE02776,ORD37958,Wrong Item
RE02777,ORD15625,Wrong Item
RE02778,ORD26675,Other
RE02779,ORD57014,Other
RE02780,ORD13293,Damaged
RE02781,ORD33623,Wrong Item
RE02782,ORD58959,Other
RE02783,ORD22127,Customer Dissatisfaction
RE02784,ORD43874,Wrong Item
RE02785,ORD10564,Damaged
RE02786,ORD16129,Other
RE02787,ORD32518,Wrong Item
RE02788,ORD08118,Customer Dissatisfaction
RE02789,ORD05153,Wrong Item
RE02790,ORD33612,Other
RE02791,ORD01941,Customer Dissatisfaction
RE02792,ORD28243,Customer Dissatisfaction
RE02793,ORD22968,Other
RE02794,ORD23671,Damaged
RE02795,ORD05044,Wrong Item
RE02796,ORD27763,Customer Dissatisfaction
RE02797,ORD41453,Customer Dissatisfaction
RE02798,ORD41325,Damaged
RE02799,ORD14312,Customer Dissatisfaction
RE02800,ORD10570,Damaged
RE02801,ORD26316,Wrong Item
RE02802,ORD42508,Other
RE02803,ORD28925,Damaged
RE02804,ORD22942,Customer Dissatisfaction
RE02805,ORD23599,Damaged
RE02806,ORD08667,Damaged
RE02807,ORD51847,Other
RE02808,ORD42456,Customer Dissatisfaction
RE02809,ORD16744,Other
RE02810,ORD25795,Damaged
RE02811,ORD19064,Wrong Item
RE02812,ORD10206,Customer Dissatisfaction
RE02813,ORD08217,Other
RE02814,ORD28981,Wrong Item
RE02815,ORD09594,Damaged
RE02816,ORD56316,Other
RE02817,ORD48621,Wrong Item
RE02818,ORD29164,Other
RE02819,ORD17345,Damaged
RE02820,ORD19673,Wrong Item
RE02821,ORD47192,Customer Dissatisfaction
RE02822,ORD33772,Wrong Item
RE02823,ORD53570,Other
RE02824,ORD05034,Damaged
RE02825,ORD53709,Wrong Item
RE02826,ORD33677,Customer Dissatisfaction
RE02827,ORD54645,Customer Dissatisfaction
RE02828,ORD51209,Wrong Item
RE02829,ORD56380,Damaged
RE02830,ORD44302,Customer Dissatisfaction
RE02831,ORD41172,Wrong Item
RE02832,ORD08572,Other
RE02833,ORD02798,Wrong Item
RE02834,ORD09400,Damaged
RE02835,ORD52967,Wrong Item
RE02836,ORD37123,Customer Dissatisfaction
RE02837,ORD28209,Wrong Item
RE02838,ORD44019,Damaged
RE02839,ORD08578,Other
RE02840,ORD02627,Damaged
RE02841,ORD55516,Customer Dissatisfaction
RE02842,ORD05533,Other
RE02843,ORD55634,Customer Dissatisfaction
RE02844,ORD16147,Customer Dissatisfaction
RE02845,ORD50914,Customer Dissatisfaction
RE02846,ORD18055,Customer Dissatisfaction
RE02847,ORD00515,Damaged
RE02848,ORD40994,Wrong Item
RE02849,ORD22001,Damaged
RE02850,ORD32967,Other
RE02851,ORD10952,Damaged
RE02852,ORD22116,Other
RE02853,ORD25314,Customer Dissatisfaction
RE02854,ORD29879,Customer Dissatisfaction
RE02855,ORD37934,Wrong Item
RE02856,ORD44600,Wrong Item
RE02857,ORD36059,Damaged
RE02858,ORD22023,Damaged
RE02859,ORD51363,Wrong Item
RE02860,ORD11136,Damaged
RE02861,ORD53644,Other
RE02862,ORD45798,Wrong Item
RE02863,ORD38066,Customer Dissatisfaction
RE02864,ORD41901,Customer Dissatisfaction
RE02865,ORD02543,Other
RE02866,ORD35046,Damaged
RE02867,ORD53406,Damaged
RE02868,ORD30710,Wrong Item
RE02869,ORD07763,Wrong Item
RE02870,ORD09495,Customer Dissatisfaction
RE02871,ORD02358,Customer Dissatisfaction
RE02872,ORD35654,Wrong Item
RE02873,ORD27088,Customer Dissatisfaction
RE02874,ORD52341,Customer Dissatisfaction
RE02875,ORD25763,Customer Dissatisfaction
RE02876,ORD24617,Other
RE02877,ORD48682,Other
RE02878,ORD52576,Damaged
RE02879,ORD53303,Other
RE02880,ORD40436,Wrong Item
RE02881,ORD21423,Wrong Item
RE02882,ORD27912,Other
RE02883,ORD54403,Customer Dissatisfaction
RE02884,ORD32298,Damaged
RE02885,ORD31585,Damaged
RE02886,ORD00122,Damaged
RE02887,ORD57503,Wrong Item
RE02888,ORD51261,Customer Dissatisfaction
RE02889,ORD54286,Damaged
RE02890,ORD02254,Customer Dissatisfaction
RE02891,ORD32264,Wrong Item
RE02892,ORD15743,Damaged
RE02893,ORD37137,Wrong Item
RE02894,ORD25018,Damaged
RE02895,ORD31449,Wrong Item
RE02896,ORD34965,Customer Dissatisfaction
RE02897,ORD05720,Wrong Item
RE02898,ORD05286,Wrong Item
RE02899,ORD40803,Customer Dissatisfaction
RE02900,ORD35511,Customer Dissatisfaction
RE02901,ORD32755,Damaged
RE02902,ORD48695,Wrong Item
RE02903,ORD33114,Damaged
RE02904,ORD31077,Other
RE02905,ORD54268,Other
RE02906,ORD50923,Wrong Item
RE02907,ORD43831,Wrong Item
RE02908,ORD47997,Wrong Item
RE02909,ORD02242,Other
RE02910,ORD06545,Other
RE02911,ORD46536,Other
RE02912,ORD34839,Wrong Item
RE02913,ORD45670,Wrong Item
RE02914,ORD57278,Damaged
RE02915,ORD19274,Other
RE02916,ORD44539,Damaged
RE02917,ORD42623,Wrong Item
RE02918,ORD58821,Customer Dissatisfaction
RE02919,ORD50055,Damaged
RE02920,ORD13799,Customer Dissatisfaction
RE02921,ORD37069,Damaged
RE02922,ORD04744,Other
RE02923,ORD03893,Customer Dissatisfaction
RE02924,ORD14319,Wrong Item
RE02925,ORD45661,Customer Dissatisfaction
RE02926,ORD47584,Damaged
RE02927,ORD38370,Wrong Item
RE02928,ORD54820,Customer Dissatisfaction
RE02929,ORD19951,Customer Dissatisfaction
RE02930,ORD49991,Other
RE02931,ORD31364,Customer Dissatisfaction
RE02932,ORD42462,Damaged
RE02933,ORD01591,Wrong Item
RE02934,ORD03055,Wrong Item
RE02935,ORD03563,Customer Dissatisfaction
RE02936,ORD42400,Customer Dissatisfaction
RE02937,ORD33724,Damaged
RE02938,ORD00071,Customer Dissatisfaction
RE02939,ORD26673,Other
RE02940,ORD19847,Wrong Item
RE02941,ORD19563,Other
RE02942,ORD02116,Damaged
RE02943,ORD48376,Damaged
RE02944,ORD54502,Customer Dissatisfaction
RE02945,ORD38033,Damaged
RE02946,ORD19444,Customer Dissatisfaction
RE02947,ORD00614,Damaged
RE02948,ORD20855,Other
RE02949,ORD44316,Wrong Item
RE02950,ORD09441,Wrong Item
RE02951,ORD27515,Customer Dissatisfaction
RE02952,ORD44660,Damaged
RE02953,ORD02019,Wrong Item
RE02954,ORD46219,Damaged
RE02955,ORD33295,Damaged
RE02956,ORD46573,Damaged
RE02957,ORD21368,Customer Dissatisfaction
RE02958,ORD19158,Customer Dissatisfaction
RE02959,ORD31371,Damaged
RE02960,ORD15595,Wrong Item
RE02961,ORD38896,Damaged
RE02962,ORD45332,Other
RE02963,ORD00867,Other
RE02964,ORD27803,Other
RE02965,ORD11489,Customer Dissatisfaction
RE02966,ORD46082,Wrong Item
RE02967,ORD30975,Wrong Item
RE02968,ORD58968,Other
RE02969,ORD44992,Damaged
RE02970,ORD42811,Wrong Item
RE02971,ORD18484,Damaged
RE02972,ORD29331,Damaged
RE02973,ORD37984,Customer Dissatisfaction
RE02974,ORD29268,Damaged
RE02975,ORD19613,Damaged
RE02976,ORD39986,Other
RE02977,ORD38163,Customer Dissatisfaction
RE02978,ORD54994,Wrong Item
RE02979,ORD40283,Customer Dissatisfaction
RE02980,ORD57793,Damaged
RE02981,ORD23305,Damaged
RE02982,ORD36107,Customer Dissatisfaction
RE02983,ORD43060,Damaged
RE02984,ORD53148,Other
RE02985,ORD18449,Customer Dissatisfaction
RE02986,ORD07773,Customer Dissatisfaction
RE02987,ORD51529,Damaged
RE02988,ORD53114,Damaged
RE02989,ORD21399,Damaged
RE02990,ORD49982,Other
RE02991,ORD00577,Damaged
RE02992,ORD39507,Customer Dissatisfaction
RE02993,ORD05323,Wrong Item
RE02994,ORD10631,Wrong Item
RE02995,ORD35890,Other
RE02996,ORD04082,Damaged
RE02997,ORD32318,Damaged
RE02998,ORD25014,Wrong Item
RE02999,ORD54411,Wrong Item
RE03000,ORD14076,Wrong Item
RE03001,ORD30671,Damaged
RE03002,ORD19726,Customer Dissatisfaction
RE03003,ORD05040,Damaged
RE03004,ORD16082,Customer Dissatisfaction
RE03005,ORD06715,Wrong Item
RE03006,ORD54493,Other
RE03007,ORD14982,Wrong Item
RE03008,ORD18706,Wrong Item
RE03009,ORD13396,Other
RE03010,ORD54615,Damaged
RE03011,ORD21792,Wrong Item
RE03012,ORD07874,Customer Dissatisfaction
RE03013,ORD31313,Customer Dissatisfaction
RE03014,ORD50054,Customer Dissatisfaction
RE03015,ORD34429,Wrong Item
RE03016,ORD46404,Customer Dissatisfaction
RE03017,ORD31087,Customer Dissatisfaction
RE03018,ORD24206,Wrong Item
RE03019,ORD26144,Wrong Item
RE03020,ORD32495,Damaged
RE03021,ORD57553,Wrong Item
RE03022,ORD14226,Customer Dissatisfaction
RE03023,ORD04258,Wrong Item
RE03024,ORD35751,Customer Dissatisfaction
RE03025,ORD56233,Damaged
RE03026,ORD11741,Wrong Item
RE03027,ORD31896,Wrong Item
RE03028,ORD18434,Customer Dissatisfaction
RE03029,ORD54289,Damaged
RE03030,ORD57763,Customer Dissatisfaction
RE03031,ORD49076,Customer Dissatisfaction
RE03032,ORD48334,Wrong Item
RE03033,ORD33971,Other
RE03034,ORD45447,Other
RE03035,ORD38690,Customer Dissatisfaction
RE03036,ORD09852,Other
RE03037,ORD36608,Damaged
RE03038,ORD59022,Other
RE03039,ORD02192,Damaged
RE03040,ORD49247,Other
RE03041,ORD19352,Wrong Item
RE03042,ORD24215,Damaged
RE03043,ORD20810,Customer Dissatisfaction
RE03044,ORD34862,Wrong Item
RE03045,ORD21952,Damaged
RE03046,ORD27274,Wrong Item
RE03047,ORD50222,Damaged
RE03048,ORD58166,Customer Dissatisfaction
RE03049,ORD43189,Wrong Item
RE03050,ORD05745,Other
RE03051,ORD22598,Wrong Item
RE03052,ORD34604,Wrong Item
RE03053,ORD15905,Other
RE03054,ORD07905,Wrong Item
RE03055,ORD36168,Damaged
RE03056,ORD59848,Wrong Item
RE03057,ORD15946,Other
RE03058,ORD25959,Wrong Item
RE03059,ORD41823,Other
RE03060,ORD54658,Damaged
RE03061,ORD34272,Customer Dissatisfaction
RE03062,ORD56101,Wrong Item
RE03063,ORD02433,Damaged
RE03064,ORD49501,Damaged
RE03065,ORD54614,Customer Dissatisfaction
RE03066,ORD11319,Customer Dissatisfaction
RE03067,ORD01795,Damaged
RE03068,ORD16454,Wrong Item
RE03069,ORD38822,Other
RE03070,ORD05197,Customer Dissatisfaction
RE03071,ORD45191,Wrong Item
RE03072,ORD40929,Customer Dissatisfaction
RE03073,ORD36208,Wrong Item
RE03074,ORD53180,Damaged
RE03075,ORD59591,Customer Dissatisfaction
RE03076,ORD24411,Wrong Item
RE03077,ORD47279,Wrong Item
RE03078,ORD05471,Wrong Item
RE03079,ORD01909,Other
RE03080,ORD33100,Wrong Item
RE03081,ORD08947,Other
RE03082,ORD28173,Other
RE03083,ORD21561,Damaged
RE03084,ORD30823,Wrong Item
RE03085,ORD56790,Wrong Item
RE03086,ORD24899,Damaged
RE03087,ORD25251,Wrong Item
RE03088,ORD43217,Damaged
RE03089,ORD18375,Wrong Item
RE03090,ORD52424,Other
RE03091,ORD01397,Damaged
RE03092,ORD15193,Damaged
RE03093,ORD07848,Customer Dissatisfaction
RE03094,ORD02497,Customer Dissatisfaction
RE03095,ORD38669,Damaged
RE03096,ORD06300,Damaged
RE03097,ORD54814,Damaged
RE03098,ORD37166,Wrong Item
RE03099,ORD35618,Customer Dissatisfaction
RE03100,ORD45428,Wrong Item
RE03101,ORD44234,Damaged
RE03102,ORD40641,Other
RE03103,ORD55518,Wrong Item
RE03104,ORD40507,Wrong Item
RE03105,ORD38176,Other
RE03106,ORD04843,Customer Dissatisfaction
RE03107,ORD26478,Damaged
RE03108,ORD09770,Wrong Item
RE03109,ORD38191,Wrong Item
RE03110,ORD00820,Damaged
RE03111,ORD14861,Damaged
RE03112,ORD34298,Customer Dissatisfaction
RE03113,ORD06145,Customer Dissatisfaction
RE03114,ORD52841,Other
RE03115,ORD55221,Other
RE03116,ORD07086,Other
RE03117,ORD02903,Customer Dissatisfaction
RE03118,ORD22893,Wrong Item
RE03119,ORD10221,Other
RE03120,ORD52799,Wrong Item
RE03121,ORD49077,Other
RE03122,ORD51048,Customer Dissatisfaction
RE03123,ORD27627,Wrong Item
RE03124,ORD26567,Other
RE03125,ORD56985,Damaged
RE03126,ORD01633,Other
RE03127,ORD27159,Damaged
RE03128,ORD39896,Damaged
RE03129,ORD35995,Customer Dissatisfaction
RE03130,ORD21801,Damaged
RE03131,ORD15012,Wrong Item
RE03132,ORD04589,Damaged
RE03133,ORD50689,Customer Dissatisfaction
RE03134,ORD11244,Customer Dissatisfaction
RE03135,ORD58015,Damaged
RE03136,ORD27503,Wrong Item
RE03137,ORD48725,Damaged
RE03138,ORD46787,Other
RE03139,ORD43024,Damaged
RE03140,ORD31084,Other
RE03141,ORD44015,Other
RE03142,ORD59491,Customer Dissatisfaction
RE03143,ORD37978,Damaged
RE03144,ORD28502,Customer Dissatisfaction
RE03145,ORD54111,Customer Dissatisfaction
RE03146,ORD17029,Customer Dissatisfaction
RE03147,ORD27435,Customer Dissatisfaction
RE03148,ORD09228,Other
RE03149,ORD17137,Damaged
RE03150,ORD04139,Wrong Item
RE03151,ORD17605,Other
